model,entity_type,layer,depth,raw_pairwise_cos,cent_within,cent_between,cent_gap,n_templates,n_points,tsne_verdict,diffvec_cumvar_k1,diffvec_cumvar_k2,diffvec_cumvar_k3,diffvec_cumvar_k5,diffvec_cumvar_k10
meta-llama-Llama-3.1-8B,functional_group_structure,0,0.0,0.9891132138957831,0.7564111749331156,-0.01434774643446776,0.7707589213675834,7,644,,0.6082441210746765,0.7194046974182129,0.8218011856079102,0.9021204710006714,0.9607032537460327
meta-llama-Llama-3.1-8B,functional_group_structure,8,0.2581,0.963646134148929,0.6617779335366529,-0.03524065869148392,0.6970185922281369,7,644,,0.6324344277381897,0.7289077043533325,0.7762341499328613,0.849220871925354,0.9217458367347717
meta-llama-Llama-3.1-8B,functional_group_structure,16,0.5161,0.9417729770174678,0.6594027303682085,-0.0394948525724739,0.6988975829406824,7,644,,0.632018506526947,0.729989230632782,0.7874927520751953,0.8467528223991394,0.9167613983154297
meta-llama-Llama-3.1-8B,functional_group_structure,24,0.7742,0.8867390734324658,0.7680790105409789,-0.0448206777960978,0.8128996883370767,7,644,,0.5717415809631348,0.6979199647903442,0.7563440799713135,0.8307926654815674,0.9169372916221619
meta-llama-Llama-3.1-8B,functional_group_structure,31,1.0,0.9499652020764932,0.784729840201244,-0.0424942424425082,0.8272240826437522,7,644,,0.5557709336280823,0.6618219017982483,0.7360337972640991,0.8103888034820557,0.8970710635185242
meta-llama-Llama-3.1-8B,functional_group_structure question,0,0.0,0.9648273011827035,0.7092095984701525,-0.0010476247740126377,0.7102572232441652,7,644,,0.47788339853286743,0.7154791951179504,0.8182981610298157,0.8900144100189209,0.9561018347740173
meta-llama-Llama-3.1-8B,functional_group_structure question,8,0.2581,0.9690324756954483,0.6331967498388207,-0.03559218419541777,0.6687889340342384,7,644,,0.5703134536743164,0.6574214100837708,0.7305235862731934,0.8245062828063965,0.9071170687675476
meta-llama-Llama-3.1-8B,functional_group_structure question,16,0.5161,0.974136387382007,0.628440678662931,-0.030776982010095905,0.6592176606730269,7,644,,0.5654903054237366,0.7373200058937073,0.8065700531005859,0.8729502558708191,0.9393979907035828
meta-llama-Llama-3.1-8B,functional_group_structure question,24,0.7742,0.9786720133915622,0.6599104316872463,-0.031439701616050086,0.6913501333032963,7,644,,0.5329643487930298,0.7254043817520142,0.7953327894210815,0.8614068031311035,0.9321155548095703
meta-llama-Llama-3.1-8B,functional_group_structure question,31,1.0,0.9767035711654567,0.6534078302874899,-0.032555239962798174,0.6859630702502881,7,644,,0.533053457736969,0.6705700159072876,0.7442927360534668,0.808539867401123,0.9001083374023438
meta-llama-Llama-3.1-8B,hba,0,0.0,0.9909411263391839,0.7383851820701047,-0.006882224915063372,0.7452674069851681,10,920,,0.6138355135917664,0.7288313508033752,0.830430269241333,0.9103952050209045,0.9625502824783325
meta-llama-Llama-3.1-8B,hba,8,0.2581,0.9834648404916507,0.6071230014622734,-0.033982261248239776,0.6411052627105132,10,920,,0.551506519317627,0.6503576636314392,0.7157005071640015,0.8038896322250366,0.8948966860771179
meta-llama-Llama-3.1-8B,hba,16,0.5161,0.9604296197432168,0.6252531588992529,-0.039189146904407196,0.6644423058036601,10,920,,0.6276766657829285,0.7012304663658142,0.7514094710350037,0.8246649503707886,0.9068818092346191
meta-llama-Llama-3.1-8B,hba,24,0.7742,0.9187685688944223,0.6162216591142249,-0.038459630987826295,0.6546812901020512,10,920,,0.7070279717445374,0.7664673924446106,0.8069196939468384,0.8691575527191162,0.9382927417755127
meta-llama-Llama-3.1-8B,hba,31,1.0,0.9837885921615422,0.5344269490686425,-0.03475582335574754,0.5691827724243901,10,920,,0.49924436211586,0.6983345150947571,0.7658023238182068,0.8365768790245056,0.9193381071090698
meta-llama-Llama-3.1-8B,hba question,0,0.0,0.9703276733063763,0.6927254686230108,-0.005374484780506666,0.6980999534035174,10,920,,0.5096870064735413,0.6975478529930115,0.8106807470321655,0.8878389596939087,0.9554404616355896
meta-llama-Llama-3.1-8B,hba question,8,0.2581,0.977376950994611,0.628538059691588,-0.034401562105867874,0.6629396217974559,10,920,,0.4981057345867157,0.6045478582382202,0.6880682706832886,0.7963981628417969,0.8998215794563293
meta-llama-Llama-3.1-8B,hba question,16,0.5161,0.9819320708983148,0.6233419024042393,-0.03529853262011917,0.6586404350243584,10,920,,0.6748157739639282,0.7586285471916199,0.8185747861862183,0.8915776610374451,0.9531244039535522
meta-llama-Llama-3.1-8B,hba question,24,0.7742,0.9817461905101242,0.6410933627763338,-0.03520191061119082,0.6762952733875246,10,920,,0.7043744325637817,0.782866358757019,0.8392865657806396,0.9008362293243408,0.9576269388198853
meta-llama-Llama-3.1-8B,hba question,31,1.0,0.9785522250854621,0.6004566629866563,-0.032578251542356836,0.6330349145290132,10,920,,0.6890779733657837,0.7506780028343201,0.8044890761375427,0.8675011992454529,0.9389201402664185
meta-llama-Llama-3.1-8B,hbd,0,0.0,0.9911587759460836,0.7406783696067961,-0.006554052645042159,0.7472324222518383,10,920,,0.6158151626586914,0.7251259088516235,0.8285843133926392,0.9098904132843018,0.9623435139656067
meta-llama-Llama-3.1-8B,hbd,8,0.2581,0.9837960884494754,0.6189908144766825,-0.03458707996927861,0.653577894445961,10,920,,0.5387528538703918,0.6390736103057861,0.702890157699585,0.7988070845603943,0.8928074836730957
meta-llama-Llama-3.1-8B,hbd,16,0.5161,0.9547406633220332,0.6089943265705778,-0.03857269513552068,0.6475670217060985,10,920,,0.5972824692726135,0.6757580637931824,0.7323690056800842,0.8097385168075562,0.9004781246185303
meta-llama-Llama-3.1-8B,hbd,24,0.7742,0.9088554777742515,0.5686599884116859,-0.035504292528743764,0.6041642809404296,10,920,,0.6820449233055115,0.7456763386726379,0.7949123978614807,0.8558778762817383,0.9359759092330933
meta-llama-Llama-3.1-8B,hbd,31,1.0,0.984891109698934,0.41176330042480114,-0.02837193289373017,0.4401352333185313,10,920,,0.5259358286857605,0.7368120551109314,0.7919324040412903,0.8554376363754272,0.9318872690200806
meta-llama-Llama-3.1-8B,hbd question,0,0.0,0.9703650697674184,0.6906048896019918,-0.005079517946020314,0.6956844075480122,10,920,,0.5096089839935303,0.6975594162940979,0.8117468953132629,0.8885838389396667,0.9558982253074646
meta-llama-Llama-3.1-8B,hbd question,8,0.2581,0.9780475124894746,0.6248859589298567,-0.034079876202561574,0.6589658351324182,10,920,,0.48820406198501587,0.6062989830970764,0.6892766356468201,0.8058258891105652,0.9028976559638977
